,Name,Rate,Address,Country,Pos Code,State,URL,Username,User Location,User Contribution,User Helpful Vote,Comment,User Response Date,Date Of Stay,User Traveller Type
252,D Hotel Seri Iskandar,3.0,526 Lebuh SIBC,Malaysia,Seri,Bandar,https://www.tripadvisor.com.my/Hotel_Review-g4917554-d4835313-Reviews-D_Hotel_Seri_Iskandar-Bandar_Seri_Iskandar_Perak.html,raziffjamaluddin,"Shah Alam, Malaysia",94,30,"Center of attraction in SI. I can say the best hotel in town. Rate is reasonable, room spacious. Pool average. This is merely place to sleep or for conference purposes. Shopping complex attach to the hotel building. No hotel parking but ample car park in front of hotel.",May 2016,May 2016,Families
253,D Hotel Seri Iskandar,3.0,526 Lebuh SIBC,Malaysia,Seri,Bandar,https://www.tripadvisor.com.my/Hotel_Review-g4917554-d4835313-Reviews-D_Hotel_Seri_Iskandar-Bandar_Seri_Iskandar_Perak.html,TheAnotherTraveller,"Kuala Lumpur, Malaysia",119,91,"One of the closest decent hotel to UTP, only 10 mins drive (approx. 6km) from the hotel to UTP. The communication with the hotel prior to the stay was good, questions were answered through email in a very short period.Pros:Excellent location to UTP Very nice clean and comfortable rooms with free wifiOutdoor poolBreakfast buffet with omelette stationTo improve:Air conditioning should be provided in areas such as corridors and lifts, as it can be very warm and stuffy. Quality of the breakfast buffet can be improved.Points to note:Bedroom slippers are available on request.",May 2016,April 2016,Business
254,D Hotel Seri Iskandar,3.0,526 Lebuh SIBC,Malaysia,Seri,Bandar,https://www.tripadvisor.com.my/Hotel_Review-g4917554-d4835313-Reviews-D_Hotel_Seri_Iskandar-Bandar_Seri_Iskandar_Perak.html,Muzammil_MM,"Kuala Lumpur, Malaysia",195,112,"Stayed here for 1 night. Managed to only get the standard rooms as we booked at the very last minute. Check in was smooth and fast. Parking will be an issue as hotel has limited basement space. The hotel is within the same building as the shopping mall. There are plenty of open space car parks though in front of the lobby.Our rooms were pretty small with no slippers provided, no mini bar and of course no views as we were facing the atrium walkway (essentially you will have to draw the curtain close most of the time!). The bathroom comes with good rain shower. However due to the design of it, your bathroom will be flowing with water when ever you take showers.Bed and pillows are both comfortable but the bath towels are very thin and of very low quality. Our telephone in the room was not working when we checked in and there were at least 3 down-lights not working. After numerous complaint, both were fixed the same night.For RM 165 per night considering the location and lack of amenities, this is an expensive hotel to stay.",Dec 2015,December 2015,Families
255,D Hotel Seri Iskandar,3.0,526 Lebuh SIBC,Malaysia,Seri,Bandar,https://www.tripadvisor.com.my/Hotel_Review-g4917554-d4835313-Reviews-D_Hotel_Seri_Iskandar-Bandar_Seri_Iskandar_Perak.html,ym_onthego,"Kuala Lumpur, Malaysia",53,23,"it had a clean room with big bathroom. the food served by the on site restaurant was just ordinary and the choices were pretty limited. the wifi was horrible, only connected for 50% of the time. parking was shared with the shopping complex next door and there were plenty of parkings.",Dec 2015,December 2015,Business
256,D Hotel Seri Iskandar,3.0,526 Lebuh SIBC,Malaysia,Seri,Bandar,https://www.tripadvisor.com.my/Hotel_Review-g4917554-d4835313-Reviews-D_Hotel_Seri_Iskandar-Bandar_Seri_Iskandar_Perak.html,Nina Saad,Malaysia,121,11,Had quite a pleasant stay here with family. Close to shops and amenities. Room was okay & clean. Breakfast was not too bad. Felt that the room rates was a bit pricey though for this average accomodation.,Nov 2015,December 2014,Families
257,D Hotel Seri Iskandar,3.0,526 Lebuh SIBC,Malaysia,Seri,Bandar,https://www.tripadvisor.com.my/Hotel_Review-g4917554-d4835313-Reviews-D_Hotel_Seri_Iskandar-Bandar_Seri_Iskandar_Perak.html,naza69,"Johor Bahru District, Malaysia",30,7,spent 2 night here attending sis in law convocation at nearby UITM. easy to locate in view of big signage which can be seen from afar. attached with billion supermarket which i do sense have room for improvement to supplement the inhabitant in the hotel. greeted warmly by the hotel employees. Greatly impressed in term of professionalism of a bell boy namely Hamzah (if i am not mistaken) which has helped me plus my family a lot during our stay there.,Nov 2015,November 2015,Families
258,D Hotel Seri Iskandar,3.0,526 Lebuh SIBC,Malaysia,Seri,Bandar,https://www.tripadvisor.com.my/Hotel_Review-g4917554-d4835313-Reviews-D_Hotel_Seri_Iskandar-Bandar_Seri_Iskandar_Perak.html,Phua B,"Petaling Jaya, Malaysia",74,26,"A mid-range cozy hotel in the heart of Ser Iskandar, the new flagship town in Central Perak. The 7-storey hotel is well designed and breeds an air of freshness. the rooms are fresh smelling, beds are clean. The washrooms are fairly well equipped with good showers, but toiletries are lacking. Located next to a shopping mall and restaurants nearby, this hotel is comfortable for a few days stay. Parking lots are aplenty outside the hotel.",Oct 2015,October 2015,Business
259,D Hotel Seri Iskandar,3.0,526 Lebuh SIBC,Malaysia,Seri,Bandar,https://www.tripadvisor.com.my/Hotel_Review-g4917554-d4835313-Reviews-D_Hotel_Seri_Iskandar-Bandar_Seri_Iskandar_Perak.html,Rahmat D,Selangor,30,8,"It is suitable if you only need a day stay, or  in a transit to other places. It has basic ammenities with funky room decor, clean and comfy. The surroundings are busy as it attached to shopping mall and shop houses. Parking will be an issue. Overall as mentioned, it is okay if you just need a place to bunk-in for a night at Seri Iskandar area given a limited hotels available in that area.",Sep 2015,September 2015,Families
260,D Hotel Seri Iskandar,3.0,526 Lebuh SIBC,Malaysia,Seri,Bandar,https://www.tripadvisor.com.my/Hotel_Review-g4917554-d4835313-Reviews-D_Hotel_Seri_Iskandar-Bandar_Seri_Iskandar_Perak.html,Nur Muhamad,"Sungai Petani, Malaysia",816,165,"Just stayed here during convocation at Universiti Teknologi PETRONAS. This hotel are fully booked at that time. Just pre-booked through website before check-in here. This is new hotel, which located beside DMall Seri Iskandar and McDonald. The design of the room is fantastic ( Check the website if you want to see the room) and surely great place for me to stay here. Breakfast food is the best with variety of foods. Recommended, but just reminder, the size of single bad is bit smaller. Affordable*value for money and very near to the university,",Jun 2015,November 2014,Families
261,D Hotel Seri Iskandar,3.0,526 Lebuh SIBC,Malaysia,Seri,Bandar,https://www.tripadvisor.com.my/Hotel_Review-g4917554-d4835313-Reviews-D_Hotel_Seri_Iskandar-Bandar_Seri_Iskandar_Perak.html,Ummu_Mardhiyah,"Ipoh, Malaysia",18,18,Stayed here for 2 nights for a workshop. Everything is average. But the wifi signal is very good. I can even download videos from Youtube for my workshop. The room is cosy. I don't know if there is other better hotel than this one in this area,Jun 2015,May 2015,Business
262,D Hotel Seri Iskandar,3.0,526 Lebuh SIBC,Malaysia,Seri,Bandar,https://www.tripadvisor.com.my/Hotel_Review-g4917554-d4835313-Reviews-D_Hotel_Seri_Iskandar-Bandar_Seri_Iskandar_Perak.html,hirwan,"Ipoh, Perak, Malaysia",23,20,i'm surprised.. i was not expected they have a very good quality hotel at this very small unknown town. attach with a supermarket with so many restaurant and cafe around help increase their rating. The simple room decoration and up to date furniture just perfect for a hotel at this challenging area. All the in room facilities was beyond my expectation. Good wifi connection. I also enjoyed their swimming pool which located at higher floor with the fascinating view. My complement also goes to their breakfast and to a very hard working staff who put a very high commitment to make they become remembered. The only improvement which they need to focus on is their receptionist.. She need more training so they will get a full mark.... Well done... You earn my salute...,May 2015,April 2015,Solo
263,D Hotel Seri Iskandar,3.0,526 Lebuh SIBC,Malaysia,Seri,Bandar,https://www.tripadvisor.com.my/Hotel_Review-g4917554-d4835313-Reviews-D_Hotel_Seri_Iskandar-Bandar_Seri_Iskandar_Perak.html,RedzuanIdrus,"Penang Island, Malaysia",33,33,It's one of the most beautiful hotel in SERI Iskandar. Room is clean. We stay in standard room. We came in big group. But we can't get an extra bed because of the room type. This is the first time we hear such thing. So no sweat.  We manage to buy small mattress and solve the problem. The reception staff were helpful.  Miss Jo Ann was friendly and welcoming.  So we felt welcomed instantly. The ballroom is spacious and beautiful.,May 2015,May 2015,Friends
264,D Hotel Seri Iskandar,3.0,526 Lebuh SIBC,Malaysia,Seri,Bandar,https://www.tripadvisor.com.my/Hotel_Review-g4917554-d4835313-Reviews-D_Hotel_Seri_Iskandar-Bandar_Seri_Iskandar_Perak.html,iamsas,"Kajang, Malaysia",393,78,"Good location surrounded by shops, shopping complex, cinema. Simple and modern look room. Open car park and need to share with shoppers and usually it is crowded.Breakfast is ok with some choices to choose from",Feb 2015,December 2014,Families
265,D Hotel Seri Iskandar,3.0,526 Lebuh SIBC,Malaysia,Seri,Bandar,https://www.tripadvisor.com.my/Hotel_Review-g4917554-d4835313-Reviews-D_Hotel_Seri_Iskandar-Bandar_Seri_Iskandar_Perak.html,byzoora,"Shah Alam, Malaysia",29,7,"1. I am quite pissed off with the front desk greeting. As a guest, we deserve the right to feel the warm welcome. I can understand if she's new, but I don't know that it was hard for her to give a friendly and honest smile. The other staff, the senior colleague I supposed, also 2x5 with her. 2. Our deluxe room priced at rm200. Rm30 extra to compare if we booked earlier via online. The room located at level 7. It was spacey,they use open wardrobe, with safety box, kettle. But got no icebox. The odd part was looking for the room slipper when your bare foot can't stand the cold tiles. (No carpet). 3. Putting a piece of paper and pensil definately useful, especially for those who stays on business travel. In case they need to jot down anything. The hotel amenities was below basic for that kind of price. 4. Bathroom is ok. Just fit the purpose. Got hairdryer. 5. Complimentary breakfast available at level 4. The meals variation were so so. Pool was located next to cafe area. The design was decent though.6.The location is good. Attached to bilion supermarket and cinema.5minutes from UTP. 7. Check out process also similarly slow as check in process. But what we wish to see the most the attentive staff.",Feb 2015,February 2015,None
266,D Hotel Seri Iskandar,3.0,526 Lebuh SIBC,Malaysia,Seri,Bandar,https://www.tripadvisor.com.my/Hotel_Review-g4917554-d4835313-Reviews-D_Hotel_Seri_Iskandar-Bandar_Seri_Iskandar_Perak.html,hayamiwana,"Kuala Lumpur, Malaysia",180,42,"Pros:1. The biggest hotel in Seri Iskandar with buffet breakfast2. Modern room and new3. Ironing facilities is provided at each floor4. Decent location. Next to shopping mall and shops5. The shower is goodCons:1. Staffs at the front desk are not friendly and no smile. This is the first time I check in without receiving any welcome greeting. 2. Staffs front desk not attentive and inefficient. The check in process was facing difficulty because the system is offline / not stable. But the front desk staff just keep their doing work without informing me the current situation. Make me waiting and wondering why my check in process took so long. I also was not informed about the breakfast (the time and venue). Did they expect me to figure it out by myself?  I saw her tag as 'trainee' but the management should ensure each staff is properly trained especially a new staff. 3. Room cleanliness is fair. But I found the towel has strong smell of bleaching agent (eg:clorox).4. No fridge in standard room. 5. The standard room is tiled with marble but no slipper is provided. 6. Internet connection only available at the lobby and not in the room. The internet at the lobby also not stable and keep disconnected. not as what they claim 'hi-speed internet access. I was there for my business trip, so internet connection is indeed very important to me. 7. The security / staff in front of the hotel also not nice, not friendly and not helpful. Only stand there like a statue without any courage to assist me to remove the signboard when I was about to park my car in front of the hotel. Then, I was carrying a few big and heavy bags, but none of the staff has any courage to offer a hand.  8. The buffet breakfast spread is just fair. Not much choice & not tasty. They serve nasi lemak without cucumber & nuts (funny...incomplete nasi lemak). Overall, I'm quite disappointed with my experience staying at this hotel. I wish they could improve more and provide relevant training to their staff.",Feb 2015,February 2015,Business
267,D Hotel Seri Iskandar,3.0,526 Lebuh SIBC,Malaysia,Seri,Bandar,https://www.tripadvisor.com.my/Hotel_Review-g4917554-d4835313-Reviews-D_Hotel_Seri_Iskandar-Bandar_Seri_Iskandar_Perak.html,ck_choo,ck_choo,187,78,"Location wise average surrounded by lots of vacant shop units. Easy accessible with adjoin supermarket. Looks like a mini mall but mostly empty and quiet. If you are looking for a night life save your time there is none.Stayed at 6th floor once you walk out of the lift you feel hot and humid as there isn't  any air conditioned around the corridor. But once you enter the room the atmosphere is different. Hippie chic decor and modern. The room is clean and spacious. Very well occupied with cloth hangers, towels,cotton buds and surprising the washroom come with a hair dryer.",Oct 2014,October 2014,Solo
268,D Hotel Seri Iskandar,3.0,526 Lebuh SIBC,Malaysia,Seri,Bandar,https://www.tripadvisor.com.my/Hotel_Review-g4917554-d4835313-Reviews-D_Hotel_Seri_Iskandar-Bandar_Seri_Iskandar_Perak.html,JoanneH,"Kuala Lumpur, Malaysia",326,61,"Travelling with my family of 4 pax. Booked two room with two single bedded on 16-August-2014 for a night stay.1. Pre booking and check in------------------------------------ Pre booking period with on-line booking. The service was really fast and queries was attentive well by the staffs.- Upon check in, the reception counter staffs was really friendly to customer and always with a big smile on their face. It was really warm to stay in.I got my room ready upon check in as I always request early arrival check in.2. Location and room---------------------------- D hotel was located in the heart of the Seri Iskandar township, surrounding well develop commercial building which is mostly vacant. Fast food outlet was in walking distance. - The hotel conjoined with a supermarket and cinema, so it ease the necessary shopping.-  Checked in two room side by side at Level 6th.- All facilities in the room was well suctioning such as air conditioner, toilet usage, television except WIFI.- Upon check with hotel staff on duty, was told that WIFI coverage couldn't reach level 2th floor and above. - The quality of bed was really good. Well nap.- The hotel also prepare gym room, sauna room, swimming pool, special parking lot for customers.3. Overall it was a good stay here. Good experience. It will be more good if the WIFI coverage could be up to standard and improvement in morning breakfast as the venue of breakfast kinda dark and not clean.",Dec 2014,August 2014,Families
269,D Hotel Seri Iskandar,3.0,526 Lebuh SIBC,Malaysia,Seri,Bandar,https://www.tripadvisor.com.my/Hotel_Review-g4917554-d4835313-Reviews-D_Hotel_Seri_Iskandar-Bandar_Seri_Iskandar_Perak.html,Zakwan H,"Petaling Jaya, Malaysia",26,22,"If you are a solo traveller and looking for a place to stay in Seri Iskandar, D Hotel could be one of the preferences. The Room: The room is clean, air-conditioned and comfortable. The bathroom, quite small in size but the cleanliness level is good. Just the matter of no place to really hang your clothes or towel in the bathroom. One of the disadvantages, the room is not sound proof. You can sometimes hear noise from the outside, or from the other rooms.The food: Haven't try for the room service, but from the menu, there isn't much choice. Not many choices for the breakfast. Fruits, cereals, breads and some cooked food that can be selected from the menu list. But still, the hotel is surrounded by McDonalds, KFC, Mamak stall which believed could cover up the food part. But still, it is one of a good hotel in Seri Iskandar.",Mar 2014,March 2014,Solo
270,D Hotel Seri Iskandar,3.0,526 Lebuh SIBC,Malaysia,Seri,Bandar,https://www.tripadvisor.com.my/Hotel_Review-g4917554-d4835313-Reviews-D_Hotel_Seri_Iskandar-Bandar_Seri_Iskandar_Perak.html,mamaogy,"Kuala Lumpur, Malaysia",75,15,"New hotel at the very strategic location. The price is quite high compare to the facilities. My concern was the management should be more aware of the cleanliness and maintainance of the hotel. There was no aircond in the elevator, and hotel corridor.",Jul 2014,June 2014,None
271,D Hotel Seri Iskandar,3.0,526 Lebuh SIBC,Malaysia,Seri,Bandar,https://www.tripadvisor.com.my/Hotel_Review-g4917554-d4835313-Reviews-D_Hotel_Seri_Iskandar-Bandar_Seri_Iskandar_Perak.html,fuadsulaiman,"Kuala Terengganu, Terengganu, Malaysia",12,4,"Arrived at twelve noon but was told that check-in time is at 2 pm. Have lunch at one of the restaurants at the shopping complex. Good food. Upon entering the room, found it to be clean and comfortable. Bathroom a bit small. TV and aircond okay. My son loves the swimming pool. Breakfast was okay although not many choices. Overall the room is worth the money paid...",Dec 2013,December 2013,Families
272,D Hotel Seri Iskandar,3.0,526 Lebuh SIBC,Malaysia,Seri,Bandar,https://www.tripadvisor.com.my/Hotel_Review-g4917554-d4835313-Reviews-D_Hotel_Seri_Iskandar-Bandar_Seri_Iskandar_Perak.html,sheilamegumi,"Bandung, Indonesia",10,7,"i stayed for 4 nights here (17-21 november 2013). the hotel is still new. room was not very clean but tolerable. bathroom was ok. the shower can easily flood the 'dry side' floor. breakfast so so. not so many choices. breakfast was till 10.30 but when i had at 10, it was almost empty and they did not refill. even the mineral water. everyday they served same mango juice and never change to other juice etc. i request orange juice please ;) pool was small and i found dirt on the bottom. housekeeping service was ok. air conditioning works good. though the condition is below my expectation but it is tolerable and dhotel is still the best hotel at bandar seri iskandar. would definitely stay here again next month!",Nov 2013,November 2013,Friends
273,D Hotel Seri Iskandar,3.0,526 Lebuh SIBC,Malaysia,Seri,Bandar,https://www.tripadvisor.com.my/Hotel_Review-g4917554-d4835313-Reviews-D_Hotel_Seri_Iskandar-Bandar_Seri_Iskandar_Perak.html,Akuamarin,"Shah Alam, Malaysia",67,41,"Booked this hotel through Agoda and had fully paid the room upon booking. Stayed for 1 nite & took up 2 rooms. Acceptable standard for in-room facilities & cleanliness. During noon on check-in day, I called to confirm my booking which they also confirmed my rooms number. Check-in policy is 2pm. We arrived ard 6.00pm. Slow service at the counter though there were abt 3-4 staff at the front office. I told them my rooms number but was shocked when the Reception informed that our rooms were still not ready and asked us to wait for another 1 hr! No other explanation & options given & expect us to just wait at the lobby or come back within 1 hr time after our long driving journey to that place. Most of the staff at the counter tried to avoid us. We asked them at least to get 1 room ready 1st. After 30-45 mins waiting & haggling, they gave us the rooms but the floor was still wet when we went in. Asked abt check out time, it remains the same at 12pm though we only got our rooms after 6.30pm. We insisted to have extended check out time at 4pm at least. The staff looked lost & did not know what to do. What kind of hospitality service is this....the management team....please train yr front office staff to be attentive to customer & have better customer service. Breakfast menu is reasonable but quality is average. No wifi service in room.",Dec 2013,December 2013,None
274,Hotel Station 18,4.0,"2A-10, Medan Stesen 19/8 Station 18",Malaysia,31650,Ipoh,https://www.tripadvisor.com.my/Hotel_Review-g298298-d1523717-Reviews-Hotel_Station_18-Ipoh_Kinta_District_Perak.html,abhinandanbr,"Bengaluru, India",37,29,"Smoking smell throughout the stay. A bit noisy since there's a pub next to it, which is also the cause for smoke. Else ok place. We selected this as it was center place to gua tempurang and water rafting visits.",Sep 2018,September 2018,Families
275,Hotel Station 18,4.0,"2A-10, Medan Stesen 19/8 Station 18",Malaysia,31650,Ipoh,https://www.tripadvisor.com.my/Hotel_Review-g298298-d1523717-Reviews-Hotel_Station_18-Ipoh_Kinta_District_Perak.html,ShahNatt92,"Batu Caves, Malaysia",11,1,"It is right after the election day that we ( me, my husband and my baby infant) shoot straight from KL to Ipoh as my husband have business event to be organised. But due to some circumstances, the event need to be cancelled. It is wasted to go back to KL as we already booked for 4 nights. Then, we continued our stay comfortably and went around Perak everyday. Note: we even went to Cameron Highland 😍Overall... I love the stays in Hotel Station 18. The room is very nice, cozy and with functional ac. The hotel full with friendly staffs, eapecially the lovely Indian girl whom served us on the counter for check-in and the uncle whom monitoring the parking lot. 😊Perhaps, the flaws just the stained bed sheet and the drain a bit clogged as the water drained slowly. Thats all. Everything were good! 😘Thank you for your service Hotel Station 18! 😍😍😍",May 2018,May 2018,Families
276,Hotel Station 18,4.0,"2A-10, Medan Stesen 19/8 Station 18",Malaysia,31650,Ipoh,https://www.tripadvisor.com.my/Hotel_Review-g298298-d1523717-Reviews-Hotel_Station_18-Ipoh_Kinta_District_Perak.html,hui y,No Country,1,0,"The service is so terrible. The receptionists are being so rude to the customers. The hotel facilities are not well maintained and when it is initially broken, they blame the customer for breaking it and ask for money to repair. Irresponsible attitude is unbearable. Highly not recommended.",Aug 2018,August 2018,Solo
277,Hotel Station 18,4.0,"2A-10, Medan Stesen 19/8 Station 18",Malaysia,31650,Ipoh,https://www.tripadvisor.com.my/Hotel_Review-g298298-d1523717-Reviews-Hotel_Station_18-Ipoh_Kinta_District_Perak.html,teresatph,"Kuala Lumpur, Malaysia",2,0,Location is good with Aeon and Tesco within walking distance. Quite convenient and the room is clean too although a bit narrow for me but you get whatever you pay for. Have free parking space but limited. Many shops around that area.,Aug 2019,August 2019,Business
278,Hotel Station 18,4.0,"2A-10, Medan Stesen 19/8 Station 18",Malaysia,31650,Ipoh,https://www.tripadvisor.com.my/Hotel_Review-g298298-d1523717-Reviews-Hotel_Station_18-Ipoh_Kinta_District_Perak.html,nina c,"Singapore, Singapore",2,0,"we paid 50RM per room deposit, and we had 2 rooms, so 100RM. 1 for mw and i for my parents. 2nd day my parents room toilet ceiling collapsed and flooding the toilet. not only were they rude to change the room for us because their toilet damage was irreparable, when we are checking out, they FORFEITED 1 room's deposit because we had to change rooms! I MEAN WTF??? THE TOILET DAMAGE IS IS THEIR FAULT. bad maintenance, looks like. also, when i asked to speak to manager, because the front desk staff showed me a Whatsapp correspondence from his manager. the poor front desk staff said I couldn't speak to manager, coz not hotel policy. I didn't want to yell at him, coz it looks like the manger is the shady one I WILL NEVER STAY HERE AGAIN. please beware!",Oct 2019,October 2019,None
279,Hotel Station 18,4.0,"2A-10, Medan Stesen 19/8 Station 18",Malaysia,31650,Ipoh,https://www.tripadvisor.com.my/Hotel_Review-g298298-d1523717-Reviews-Hotel_Station_18-Ipoh_Kinta_District_Perak.html,Dedell99,No Country,11,4,"You can basically hear people talking the next room/hallway. But overall, quite okay if you only stay for a night. There a club nearby and beware of dogs. There's a restaurant next to the hotel. Nice budjet hotel.",Apr 2018,April 2018,Business
280,Hotel Station 18,4.0,"2A-10, Medan Stesen 19/8 Station 18",Malaysia,31650,Ipoh,https://www.tripadvisor.com.my/Hotel_Review-g298298-d1523717-Reviews-Hotel_Station_18-Ipoh_Kinta_District_Perak.html,李智优,"Sri Kembangan, Malaysia","46,879",522,"The hotel is great to have a short stay, maybe one night. Value for money. Facilities are well maintain, hot water is at right pressure. However, room sound proof have to improve & parking are limited",Dec 2017,December 2017,Families
281,Hotel Station 18,4.0,"2A-10, Medan Stesen 19/8 Station 18",Malaysia,31650,Ipoh,https://www.tripadvisor.com.my/Hotel_Review-g298298-d1523717-Reviews-Hotel_Station_18-Ipoh_Kinta_District_Perak.html,Verghis G,Petaling Jaya,2,2,"Accused of smoking in the room by their cleaners who have NO EDUCATION, when in actual fact am a NON SMOKER. Was asked to pay RM5.70 as fine. Do not understand how they can be so RUDE. The cleaners are rude and looks very dirty and unplesant.",Jun 2017,May 2017,Business
282,Hotel Station 18,4.0,"2A-10, Medan Stesen 19/8 Station 18",Malaysia,31650,Ipoh,https://www.tripadvisor.com.my/Hotel_Review-g298298-d1523717-Reviews-Hotel_Station_18-Ipoh_Kinta_District_Perak.html,ZeroSnow,"Kuching, Malaysia",58,14,"Booked for a two queen bed room and stayed for a night with my wife and kids.  Hotel is near to Tesco and Aeon, it is convenience to move around, we actually watched a movie at Aeon Mall nearby that night.Cleanliness is satisfactory, room with very basic amenity, no kettle but a water dispenser was provided at common corridor (but water not really hot).  No fridge, TV with limited channel, bathroom is clean, no wall cabinet but some hangers were provided.There is a coffee shop beside it, but sadly only open at night.  Got to go somewhere else to have breakfast.  Street dogs are spotted outside the hotel.A budget hotel which is ok to spend a night or 2 during a short trip.",Dec 2016,December 2016,Families
283,Hotel Station 18,4.0,"2A-10, Medan Stesen 19/8 Station 18",Malaysia,31650,Ipoh,https://www.tripadvisor.com.my/Hotel_Review-g298298-d1523717-Reviews-Hotel_Station_18-Ipoh_Kinta_District_Perak.html,Tee C,"Chiang Mai, Thailand",2,0,"Very budget place but a bit noisy...rooms are too close and the water heater is down during my stay. Otherwise no complaints as a lot of good food around the place.Just opposite the hotel is the shopping complex, Jusco.",Jul 2017,February 2017,None
284,Hotel Station 18,4.0,"2A-10, Medan Stesen 19/8 Station 18",Malaysia,31650,Ipoh,https://www.tripadvisor.com.my/Hotel_Review-g298298-d1523717-Reviews-Hotel_Station_18-Ipoh_Kinta_District_Perak.html,Kamalaveni5,"Kuala Lumpur, Malaysia",23,8,"Close to Tesco. Picked a three single bed, bedroom for me and my children. Room  was clean but crowded. No toiletries provided. T.V with only local channels. Bathroom clean. No lift. Lucky to get a ground floor. Chinese restaurant right next door. Limited parking space.",Dec 2016,December 2016,Business
285,Hotel Station 18,4.0,"2A-10, Medan Stesen 19/8 Station 18",Malaysia,31650,Ipoh,https://www.tripadvisor.com.my/Hotel_Review-g298298-d1523717-Reviews-Hotel_Station_18-Ipoh_Kinta_District_Perak.html,sayeruzana,No Country,45,14,No astro.Smelly room.Dirty bedsheet and pillow case.Poor air conditioned.Charged rm31.++ for extra person without any mentioned  statement in T&C and no extra bed or pillow given for extra person.Poor security for room.Many dogs outside the main entrance.Receptionist not friendly at all.Security or PIC sleep in front of door at 3am (no security at all).Worst hotel that i've ever stayed.,Nov 2016,November 2016,Friends
286,Hotel Station 18,4.0,"2A-10, Medan Stesen 19/8 Station 18",Malaysia,31650,Ipoh,https://www.tripadvisor.com.my/Hotel_Review-g298298-d1523717-Reviews-Hotel_Station_18-Ipoh_Kinta_District_Perak.html,Shielmatra K,No Country,3,6,Comfortable value for money pay only rm53.90++ for 1night via this application...even budget hotel...for Muslim don't worry got arah kiblat signage.. nearest with tesco.aeon.nasi vanggey.kamdar.petrol station... And also near with mirror lake only 20min from hotel.,Oct 2016,October 2016,Families
287,Hotel Station 18,4.0,"2A-10, Medan Stesen 19/8 Station 18",Malaysia,31650,Ipoh,https://www.tripadvisor.com.my/Hotel_Review-g298298-d1523717-Reviews-Hotel_Station_18-Ipoh_Kinta_District_Perak.html,Andy Djaja,"Jakarta, Indonesia",9,3,"Room is quite big and clean, only the bathroom is a bit small.Location far from city center about 20 mins.Room service said that if we put the key at front desk, it means that they will clean the room. We put the key but they did not clean it.Limited car park space, first come first served. we have to park outside and walk back to hotel. Slow wifi speedOverall 3/5",Sep 2016,September 2016,Couples
288,Hotel Station 18,4.0,"2A-10, Medan Stesen 19/8 Station 18",Malaysia,31650,Ipoh,https://www.tripadvisor.com.my/Hotel_Review-g298298-d1523717-Reviews-Hotel_Station_18-Ipoh_Kinta_District_Perak.html,Frederick Chan L,No Country,1,0,"2 star given was for the friendly front desk staff and the strategic location. The uncle who work as a guard(I believed) was not friendly as I have told him I wish to park to check in and bring down my luggage, never take initiative to remove the cone but insist me to move my car after I came out to bring down my luggage. But overall OK for just a few hour overnight with my young children before travel down to KL.",Dec 2016,December 2016,Families
289,Hotel Station 18,4.0,"2A-10, Medan Stesen 19/8 Station 18",Malaysia,31650,Ipoh,https://www.tripadvisor.com.my/Hotel_Review-g298298-d1523717-Reviews-Hotel_Station_18-Ipoh_Kinta_District_Perak.html,JustinK2,"Johor Bahru, Malaysia",147,49,"We stayed there one night in June.It is a bit far from the city centre.You need your own transport but very close to a big shopping mall and Tesco supermarket.There are parking places available in front of the hotel and there is a security guard.Rooms are a bit small but clean, air con and wi-fi worked fine.Receptionist answered all the questions and she was polite and nice.It is a good base for a  day or two in Ipoh.",Jul 2016,June 2016,Families
290,Hotel Station 18,4.0,"2A-10, Medan Stesen 19/8 Station 18",Malaysia,31650,Ipoh,https://www.tripadvisor.com.my/Hotel_Review-g298298-d1523717-Reviews-Hotel_Station_18-Ipoh_Kinta_District_Perak.html,waran187,"Kuala Lumpur, Malaysia",266,58,"Pros -  Hot / cold drinking water dispenser provided, comfortable mattress, LCD TV, good air conditioning, good hot shower, great location (a lot of restaurants nearby, Tesco) & good value for money.  Cons - Room was compact, no elevator /lift, provided towels were thin, telephone not working & light switches away from bed.",Jun 2016,June 2016,Couples
291,Hotel Station 18,4.0,"2A-10, Medan Stesen 19/8 Station 18",Malaysia,31650,Ipoh,https://www.tripadvisor.com.my/Hotel_Review-g298298-d1523717-Reviews-Hotel_Station_18-Ipoh_Kinta_District_Perak.html,Jas Lee,"Petaling Jaya, Malaysia",80,19,"Hotel Station 18 is bit away from city center. There are no foodstalls or shops open on Sunday morning around the area for breakfast.  But if you have a car, is just a short drive.  Everything is good for a budget hotel price however, the receptionist is very strict on the check-in time at 2pm.  We were there to check in at 1:40pm and after all the paper work, was 1:50pm and just 10 mins earlier and she refused to let us have the room keys.  A big minus on customer service.   But otherwise this is a good value hotel for a night rest.  Hopefully, the management can improve on this area.",Jun 2016,June 2016,Families
